"105","31","Whom guy why nice support.","854","794","537","426378","34","1"
"106","17","Media sing allow at effect.","204","155","18","2790","48","1"
"107","90","Mouth back treatment economy tax especially.","825","502","196","98392","76","0"
"108","70","Nation west that than.","304","191","107","20437","25","1"
"109","12","Answer security chair American rich bank.","897","200","643","128600","68","0"
"110","58","Class order east everything appear other bit.","125","793","904","716872","22","1"
"111","15","Quality great cause however player west.","844","210","651","136710","51","0"
"112","24","Fall body already today include.","232","549","888","487512","76","1"
"113","43","Whose structure prove hot.","45","150","155","23250","62","1"
"114","69","Most reality network power choice.","925","426","392","166992","1","0"
"115","4","Air senior few effort reality difficult camera.","795","723","706","510438","85","0"
"116","84","Property care case gun a.","828","310","116","35960","26","0"
"117","9","Dinner former station agent growth apply.","803","669","628","420132","95","1"
"118","7","Real religious whose get.","503","24","86","2064","63","1"
"119","67","Choose during development send.","990","643","822","528546","75","1"
"120","44","Popular son yet ahead serve.","512","22","973","21406","9","1"
"121","63","Sell decision power lose.","408","755","764","576820","38","0"
"122","79","Protect any before yes hear particular.","578","917","981","899577","58","1"
"123","19","Human space which and.","68","453","452","204756","42","0"
"124","29","Represent I trial whose until including consumer.","18","491","77","37807","68","1"
"125","53","Room glass north international evening foot.","597","128","146","18688","50","1"
"126","31","Prepare anyone before stay suffer notice.","478","616","210","129360","35","1"
"127","25","Stand seek pull increase.","786","186","549","102114","73","1"
"128","24","Accept green state.","234","742","422","313124","84","0"
"129","93","Other support prepare beat activity.","528","543","942","511506","62","0"
"130","53","Travel mind watch side over politics.","548","558","204","113832","63","1"
"131","44","Film fish person seat.","506","381","399","152019","29","0"
"132","65","Concern military media cell far.","317","359","761","273199","54","0"
"133","76","New apply media doctor much.","384","281","725","203725","27","1"
"134","77","Hospital sort fast alone couple sit much.","309","203","417","84651","43","1"
"135","91","Customer PM read it once you.","974","54","784","42336","7","1"
"136","68","Them energy enough simply sea happen.","876","71","187","13277","77","0"
"137","1","Season in later ok gun.","45","486","469","227934","32","1"
"138","7","Society should purpose economic concern hit should.","228","812","192","155904","56","0"
"139","43","City show figure me young there.","657","142","922","130924","47","1"
"140","48","Pick network clearly than mind.","68","834","50","41700","51","0"
"141","54","Threat return level writer vote natural.","305","824","948","781152","41","0"
"142","72","Old throughout car tree responsibility machine Democrat.","765","250","738","184500","92","1"
"143","60","Mr feeling call power it.","145","101","284","28684","8","1"
"144","3","Budget his official note attack.","838","455","714","324870","49","1"
"145","58","Worry have Democrat interview.","50","102","116","11832","13","0"
"146","46","Keep poor hair do north lay notice different.","936","275","82","22550","59","1"
"147","48","President likely month ahead different.","86","370","468","173160","6","1"
"148","45","Reason book box seven reality professional worry.","148","874","909","794466","90","1"
"149","43","Sea stage make key discover.","573","838","600","502800","20","1"
"150","58","May phone cut.","339","18","963","17334","50","1"
"151","16","Gun pass beat time successful benefit especially.","338","290","396","114840","6","1"
"152","8","Church why assume stand seek church whether.","978","71","758","53818","96","1"
"153","39","Some charge month author PM.","572","777","913","709401","18","0"
"154","95","Computer clearly bar remain soldier idea toward I.","709","749","23","17227","64","0"
"155","29","Concern teach student data though much develop.","435","565","84","47460","13","0"
"156","13","From true simple health all open.","981","91","104","9464","69","0"
"157","52","Great later fine couple from car.","798","655","368","241040","51","1"
"158","8","Executive just agency score play student.","707","940","819","769860","99","1"
"159","54","History where security and most.","727","983","469","461027","66","0"
"160","52","Bad truth eight wrong answer state home.","371","385","963","370755","5","1"
"161","41","Believe operation agreement beat also realize.","685","965","246","237390","94","0"
"162","53","Us sell threat head gas during sign.","711","780","458","357240","26","1"
"163","24","Whole answer author smile we able miss.","447","645","258","166410","46","0"
"164","71","Poor worker including have conference.","96","356","272","96832","21","0"
"165","90","Man these tree when.","782","154","206","31724","32","1"
"166","53","Nice purpose coach hope raise.","411","603","718","432954","17","1"
"167","97","Now mind scientist fear.","178","303","242","73326","10","1"
"168","10","Establish resource analysis finish political.","718","661","811","536071","37","0"
"169","17","Effect oil offer north.","101","944","469","442736","4","0"
"170","47","Close ok method manager hit financial left.","211","979","321","314259","10","0"
"171","50","Physical often picture chair.","32","873","98","85554","30","0"
"172","63","Term there agent finish sing.","843","684","988","675792","48","1"
"173","31","Tell special ready thousand suggest worker.","616","816","928","757248","19","1"
"174","35","Develop station computer theory company rise.","617","60","46","2760","67","1"
"175","52","Trip some ahead official.","836","301","530","159530","80","0"
"176","92","Then market responsibility seven.","887","587","834","489558","54","1"
"177","66","Training relationship avoid sure thought.","673","318","188","59784","44","0"
"178","78","Create hot artist world standard hear in.","842","590","230","135700","92","1"
"179","68","Early pick into free painting experience pick.","174","186","487","90582","88","0"
"180","14","Just manage strategy protect produce item.","894","420","546","229320","9","0"
"181","25","Smile way rate year phone determine.","712","325","787","255775","38","1"
"182","92","Become situation dark step black.","572","547","958","524026","74","0"
"183","74","Understand a present such necessary business.","999","243","988","240084","35","0"
"184","0","Now article series identify operation raise.","473","972","209","203148","28","0"
"185","91","Institution can student inside simply necessary they.","323","715","210","150150","74","0"
"186","72","Hope age pass the policy.","131","464","53","24592","16","1"
"187","85","Box return this heart she beat information.","270","784","221","173264","4","1"
"188","67","System difference space moment.","97","949","933","885417","24","1"
"189","55","Room try keep language.","5","552","899","496248","19","1"
"190","64","Floor yes similar true improve.","227","78","859","67002","2","0"
"191","57","Especially pattern bag age natural.","837","470","312","146640","15","0"
"192","41","Character team successful base trip.","143","360","409","147240","52","0"
"193","7","Lawyer mean fill past surface face various course.","439","773","425","328525","79","1"
"194","43","After when word apply.","36","417","281","117177","89","1"
"195","65","Have chance such.","71","686","473","324478","45","0"
"196","11","Produce price method some if television capital.","978","71","758","53818","96","1"
"197","61","Enter he feeling agreement firm apply spend prove.","773","401","121","48521","34","0"
"198","96","Perform less society spend discover.","841","966","617","596022","97","1"
"199","25","Return already call could serious writer here.","769","287","392","112504","1","0"
